transaction_id,date,magasin_id,montant,categorie,client_id
TXN_001016,29-04-2024,MAG_042,472.86,Alimentaire,null
TXN_001017,2024-06-18,MAG_018,333.18,Électronique,#N/A
TXN_001018,2024/03/15,MAG_042,196.33,Maison,CLIENT_0727
TXN_001019,26/01/2024,MAG_021,244.91,Baeuté,
TXN_001020,2024-05-08,MAG_030,282.54,#N/A,CLIENT_0254
TXN_001021,15/05/2024,MAG_020,170.12,Maison,CLIENT_0019
TXN_001022,29/03/2024,MAG_044,179.2,Électronique,CLIENT_0514
TXN_001023,2024-03-11,MAG_004,314.77,Maison,CLIENT_0967
TXN_001024,22-05-2024,MAG_018,116.66,Électronique,CLIENT_0673
TXN_001025,2024/02/05,MAG_006,366.3,Beauté,CLIENT_0894
TXN_001026,2024/06/09,MAG_044,117.58,Textile,CLIENT_0157
TXN_001027,19-04-2024,MAG_020,455.32,Électronique,CLIENT_0556
TXN_001028,2024/02/03,MAG_014,327.97,  ,CLIENT_0701
TXN_001029,21/02/2024,MAG_009,157.95,Beauté,CLIENT_0441
TXN_001030,02/07/2024,MAG_042,466.85,Textile,CLIENT_0070
TXN_001031,22/05/2024,MAG_INEXISTANT_009,474.56,Alimentaire,null
TXN_001032,07-02-2024,MAG_047,19.59,Électronique,CLIENT_0985
TXN_001033,15/04/2024,MAG_020,224.29,Électronique,CLIENT_0798
TXN_001034,2024/02/18,MAG_007,-70.12,Alimentaire,
TXN_001035,06/06/2024,MAG_018,304.77,Beauté,CLIENT_0611
TXN_001036,2024-02-29,MAG_015,345.25,Électronique,CLIENT_0705
TXN_001037,02-05-2024,MAG_009,253.65,Beauté,CLIENT_0730
TXN_001038,15-06-2024,MAG_024,96.07,Maison,CLIENT_0486
TXN_001039,05-02-2024,MAG_011,100.66,Alimentaire,
TXN_001040,04/01/2024,MAG_018,475.35,Texctile,CLIENT_0950
TXN_001041,22-04-2024,MAG_040,247.52,Électronique,CLIENT_0909
TXN_001042,2024/03/04,MAG_028,205.41,Alimentaire,CLIENT_0753
TXN_001043,2024/04/07,MAG_047,159.88,Beauté,
TXN_001044,2024/06/01,MAG_035,264.99,Alimentaire,null
TXN_001045,25/04/2024,MAG_030,414.37,Alimentaire,CLIENT_0532
TXN_001046,2024/05/17,MAG_026,492.0,Alimentaire,CLIENT_0397
TXN_001047,12/05/2024,MAG_049,317.17,Alimentaire,
TXN_001048,03/15/2024,MAG_029,202.03,Électronique,CLIENT_0473
TXN_001049,2024/02/12,MAG_028,150.74,Alimentaire,
TXN_001050,2024-02-06,MAG_030,415.8,null,CLIENT_0740
TXN_001051,2024/05/08,MAG_008,93.99,Beauté,CLIENT_0139
TXN_001052,10/04/2024,MAG_027,165.11,Alimentaire,CLIENT_0465
TXN_001053,2024-05-31,MAG_046,448.42,Maison,CLIENT_0257
TXN_001054,2024-03-23,MAG_045,-326.05,Textile,CLIENT_0094
TXN_001055,2024-01-30,MAG_046,227.45,Électronique,
TXN_001056,2024/05/14,MAG_046,195.12,Beauté,CLIENT_0973
TXN_001057,10/02/2024,MAG_025,277.42,Alimesntaire,CLIENT_0167
TXN_001058,07-02-2024,MAG_012,385.73,Alimentaire,
TXN_001059,03/19/2024,MAG_020,366.43,Maison,
TXN_001060,09/06/2024,MAG_012,63.19,Textile,CLIENT_0004
TXN_001061,08-06-2024,MAG_049,130.29,mAiSOn,CLIENT_0420
TXN_001062,23/04/2024,MAG_006,302.6,Alimentaire,n/a
TXN_001063,20/05/2024,MAG_018,311.78,Beauté,CLIENT_0051
TXN_001064,2024-02-17,MAG_010,32.26,Électronique,CLIENT_0149
TXN_001065,01/09/2024,MAG_043,291.16,Beauté,CLIENT_0340
TXN_001066,23/01/2024,MAG_004,58.9,Textile,NULL
TXN_001067,2024/03/13,MAG_040,332.16,NULL,CLIENT_0807
TXN_001068,05/23/2024,MAG_012,483.32,Beauté,CLIENT_0954
TXN_001069,01/10/2024,MAG_006,385.41,Électronique,CLIENT_0920
TXN_001070,2024-04-07,MAG_005,380.43,Beauté,CLIENT_0300
TXN_001071,04/30/2024,MAG_009,65.4,Électronique,CLIENT_0540
TXN_001072,2024/04/15,MAG_034,108.87,Textile,
TXN_001073,2024-01-15,MAG_007,287.83,Beauté,N/A
TXN_001074,25-06-2024,MAG_039,467.28,Électronique,
TXN_001075,2024/06/04,MAG_021,133.53,Beauté,CLIENT_0363
TXN_001076,03-02-2024,MAG_040,-283.5,Beauté,CLIENT_0505
TXN_001077,16/02/2024,MAG_040,120.2,,
TXN_001078,01/01/2024,MAG_008,16.87,Alimentaire,
TXN_001079,06/06/2024,MAG_INEXISTANT_007,209.95,Électronique,CLIENT_0574
TXN_001080,06/12/2024,MAG_014,10.59,Textile,CLIENT_0261
TXN_001081,01/18/2024,MAG_020,153.64,Beauté,CLIENT_0786
TXN_001082,02-01-2024,MAG_008,344.49,Électronique,CLIENT_0742
TXN_001083,25/05/2024,MAG_040,480.26,Textile,CLIENT_0339
TXN_001084,2024-03-27,MAG_044,242.16,Maison,CLIENT_0662
TXN_001085,2024/02/04,MAG_031,81.92,null,
TXN_001086,2024-03-26,MAG_030,393.07,Maison,n/a
TXN_001087,2024/05/13,MAG_020,284.65,Électronique,
TXN_001088,05/17/2024,MAG_002,108.09,Électronique,N/A
TXN_001089,02/08/2024,MAG_018,421.17,ÉlECtrOniQuE,CLIENT_0463
TXN_001090,2024-03-18,MAG_014,264.92,Textile,CLIENT_0384
TXN_001091,10-01-2024,MAG_050,105.04,Alimentaire,
TXN_001092,09/05/2024,MAG_002,400.52,Beauté,
TXN_001093,03/28/2024,MAG_031,367.56,Beauté,CLIENT_0795
TXN_001094,2024/03/24,MAG_010,385.89,Alimentaire,
TXN_001095,03-02-2024,MAG_014,363.66,Maison,CLIENT_0731
TXN_001096,2024/05/13,MAG_008,7.03,Alimentaire,CLIENT_0893
TXN_001097,2024-01-23,MAG_022,236.1,Alimentaire,
TXN_001098,2024-05-13,MAG_050,331.2,Électronique,CLIENT_0592
TXN_001099,20/03/2024,MAG_041,446.61,Électronique,NULL
TXN_001100,19-02-2024,MAG_INEXISTANT_005,141.94,Électronique,CLIENT_0688
TXN_001101,2024-01-31,MAG_018,78.91,Électronique,
TXN_001102,2024/01/04,MAG_040,282.01,Alimentalire,
TXN_001103,03/22/2024,MAG_018,75.07,Élcectronique,CLIENT_0628
TXN_001104,2024-03-27,MAG_035,224.61,Textile,
TXN_001105,2024-06-21,MAG_004,57.43,Alimentaire,CLIENT_0437
TXN_001106,10-04-2024,MAG_012,353.82,Beauté,CLIENT_0632
TXN_001107,2024/04/01,MAG_020,169.5,Textile,null
TXN_001108,2024-04-29,MAG_037,70.24,Maison,
TXN_001109,26-04-2024,MAG_020,343.82,Maison,
TXN_001110,02/29/2024,MAG_015,76.14,Beauté,
TXN_001111,04/03/2024,MAG_026,95.76,Électronique,CLIENT_0465
TXN_001112,05/04/2024,MAG_002,37.36,Alimentaire,CLIENT_0491
TXN_001113,2024/04/28,MAG_011,144.72,Électronique,CLIENT_0589
TXN_001114,02/02/2024,MAG_033,55.95,Alimentaire,CLIENT_0570
TXN_001115,15-06-2024,MAG_005,397.25,Beauté,
TXN_001116,12/04/2024,MAG_038,209.65,Beauté,
TXN_001117,2024-05-20,MAG_011,487.08,Maison,n/a
TXN_001118,2024/02/23,MAG_045,297.53,Maison,CLIENT_0807
TXN_001119,2024-03-28,MAG_035,348.6,Textile,CLIENT_0758
TXN_001120,26-05-2024,MAG_032,61.59,Beauté,
TXN_001121,24/03/2024,MAG_INEXISTANT_009,53.34,Maison,CLIENT_0316
TXN_001122,13-04-2024,MAG_005,301.14,Beauté,CLIENT_0336
TXN_001123,06/05/2024,MAG_042,331.78,Alimentaire,
TXN_001124,05/02/2024,MAG_038,452.11,Alimentaire,
TXN_001125,18-06-2024,MAG_010,229.22,Électronique,CLIENT_0631
TXN_001126,05/27/2024,MAG_029,101.85,Électronique,
TXN_001127,05/25/2024,MAG_044,155.75,Maison,CLIENT_0092
TXN_001128,29-05-2024,MAG_001,307.69,Beauté,CLIENT_0868
TXN_001129,2024-02-02,MAG_019,35.89,Beauté,CLIENT_0001
TXN_001130,2024-06-29,MAG_036,411.27,Électronique,
TXN_001131,13-03-2024,MAG_002,121.44,Beauté,CLIENT_0641
TXN_001132,22-03-2024,MAG_046,194.48,Maison,
TXN_001133,19/05/2024,MAG_014,332.93,Maison,CLIENT_0193
TXN_001134,22-05-2024,MAG_INEXISTANT_007,422.45,#N/A,CLIENT_0158
TXN_001135,2024-03-14,MAG_043,67.15,Alimentaire,CLIENT_0664
TXN_001136,05-01-2024,MAG_010,362.06,Maison,  
TXN_001137,04-02-2024,MAG_006,72.92,Maison,  
TXN_001138,27/06/2024,MAG_039,465.5,Beauté,
TXN_001139,26-04-2024,MAG_033,214.94,Maison,CLIENT_0364
TXN_001140,2024/02/27,MAG_012,215.26,Alimentaire,CLIENT_0511
TXN_001141,2024/03/01,MAG_046,253.36,Maison,
TXN_001142,2024/05/27,MAG_INEXISTANT_006,21.56,Alimentaire,CLIENT_0495
TXN_001143,2024-06-29,MAG_INEXISTANT_006,61.02,Maison,CLIENT_0146
TXN_001144,2024/05/14,MAG_049,390.54,Maison,
TXN_001145,21/01/2024,MAG_034,445.51,Alimentaire,  
TXN_001146,2024/06/10,MAG_048,333.55,Alimentaire,
TXN_001147,2024/05/28,MAG_020,308.45,,CLIENT_0798
TXN_001148,2024/01/03,MAG_031,229.75,Maison,CLIENT_0752
TXN_001149,03/25/2024,MAG_027,179.69,Électronique,
TXN_001150,2024/01/10,MAG_045,461.82,Électronique,
TXN_001151,07/03/2024,MAG_004,316.5,Beauté,CLIENT_0587
TXN_001152,2024-01-14,MAG_043,-495.23,Beauté,CLIENT_0294
TXN_001153,05/04/2024,MAG_006,67.78,Alimentaire,CLIENT_0259
TXN_001154,2024-02-03,MAG_040,144.08,Électronique,CLIENT_0760
TXN_001155,29/01/2024,MAG_039,91.43,Beauté,
TXN_001156,06/17/2024,MAG_029,188.03,Textile,CLIENT_0802
TXN_001157,2024-06-28,MAG_016,245.03,Beuaté,null
TXN_001158,07-02-2024,MAG_039,467.3,,
TXN_001159,04/15/2024,MAG_050,194.67,Msaison,CLIENT_0056
TXN_001160,2024-06-13,MAG_017,378.96,Alimentaire,
TXN_001161,12-02-2024,MAG_030,202.38,Électronique,CLIENT_0765
TXN_001162,16-05-2024,MAG_015,193.0,mAiSon,CLIENT_0695
TXN_001163,2024-03-21,MAG_INEXISTANT_009,343.02,Alimentaire,NULL
TXN_001164,2024/05/16,MAG_041,180.14,Maison,null
TXN_001165,2024-06-15,MAG_018,170.81,Électronique,CLIENT_0262
TXN_001166,2024/06/16,MAG_038,-198.62,  ,CLIENT_0789
TXN_001167,02/19/2024,MAG_034,172.02,Textile,
TXN_001168,2024-01-03,MAG_044,9.2,Alimentaire,
TXN_001169,04/15/2024,MAG_007,265.01,Maison,CLIENT_0225
TXN_001170,2024/03/13,MAG_017,100.57,Alimentaire,CLIENT_0095
TXN_001171,2024/01/15,MAG_039,330.02,Textile,CLIENT_0654
TXN_001172,2024/02/01,MAG_046,479.11,Alimentaire,CLIENT_0134
TXN_001173,06/04/2024,MAG_043,383.11,Beauté,
TXN_001174,29-01-2024,MAG_045,96.21,Électronique,CLIENT_0677
TXN_001175,20-01-2024,MAG_041,229.45,Électronique,CLIENT_0709
TXN_001176,19/06/2024,MAG_050,386.21,,  
TXN_001177,19-01-2024,MAG_018,389.67,NULL,CLIENT_0341
TXN_001178,16/01/2024,MAG_017,478.02,Électronique,
TXN_001179,2024/01/18,MAG_032,489.81,Textile,CLIENT_0403
TXN_001180,15-02-2024,MAG_INEXISTANT_008,58.67,Beauté,null
TXN_001181,06/06/2024,MAG_042,57.59,Maison,CLIENT_0106
TXN_001182,09-01-2024,MAG_005,39.85,Électronique,CLIENT_0020
TXN_001183,2024-05-07,MAG_010,328.17,Alimentaire,CLIENT_0681
TXN_001184,09-04-2024,MAG_018,80.05,Électronique,#N/A
TXN_001185,01-01-2024,MAG_033,355.26,Maison,CLIENT_0447
TXN_001186,2024/04/13,MAG_047,391.56,Alimentaire,
TXN_001187,2024-01-01,MAG_025,477.31,Maison,#N/A
TXN_001188,17-05-2024,MAG_023,170.05,Électronique,CLIENT_0057
TXN_001189,06/10/2024,MAG_042,49.88,Beauté,CLIENT_0083
TXN_001190,27/04/2024,MAG_049,384.42,Textile,N/A
TXN_001191,11-01-2024,MAG_025,332.06,Électronique,CLIENT_0918
TXN_001192,2024-01-28,MAG_041,345.98,Maison,CLIENT_0907
TXN_001193,2024-06-10,MAG_029,368.99,Textile,CLIENT_0198
TXN_001194,07-01-2024,MAG_047,498.21,Textile,CLIENT_0399
TXN_001195,2024/01/17,MAG_035,323.49,Maison,CLIENT_0989
TXN_001196,04/25/2024,MAG_002,23.34,Alimentaire,
TXN_001197,11-01-2024,MAG_026,63.5,Beauté,CLIENT_0963
TXN_001198,22/06/2024,MAG_035,78.73,Beauté,CLIENT_0948
TXN_001199,2024-01-19,MAG_INEXISTANT_001,369.05,Maison,CLIENT_0483
TXN_001200,2024-06-07,MAG_003,125.13,Textile,CLIENT_0177
TXN_001201,10-06-2024,MAG_004,-452.81,Alimentaire,
TXN_001202,2024-06-05,MAG_011,418.5,Alimentaire,CLIENT_0117
TXN_001203,2024-05-07,MAG_039,400.59,Textile,CLIENT_0824
TXN_001204,02/21/2024,MAG_028,171.98,  ,CLIENT_0124
TXN_001205,24/06/2024,MAG_037,275.21,Électronique,CLIENT_0783
TXN_001206,2024-01-12,MAG_INEXISTANT_010,90.86,n/a,CLIENT_0281
TXN_001207,2024/02/06,MAG_049,210.5,Électronique,  
TXN_001208,22/04/2024,MAG_016,463.21,Alimentaire,CLIENT_0103
TXN_001209,2024-06-10,MAG_040,191.18,Textile,
TXN_001210,2024/05/04,MAG_006,8.14,Textiel,
TXN_001211,13/03/2024,MAG_027,348.28,Maison,CLIENT_0212
TXN_001212,06-02-2024,MAG_041,139.12,Maison,CLIENT_0245
TXN_001213,14/02/2024,MAG_040,347.38,Beauté,CLIENT_0735
TXN_001214,05/07/2024,MAG_040,475.4,Électronique,CLIENT_0429
TXN_001215,2024/01/02,MAG_036,121.64,Alimentaire,
TXN_001216,2024/06/07,MAG_024,432.05,Beauté,NULL
TXN_001217,2024-04-28,MAG_INEXISTANT_004,141.83,N/A,
TXN_001218,08-02-2024,MAG_044,422.67,Maison,
TXN_001219,2024-02-15,MAG_011,336.72,Alimentaire,CLIENT_0661
TXN_001220,04/03/2024,MAG_019,108.75,Électronique,CLIENT_0632
TXN_001221,2024/04/26,MAG_003,56.69,Alimentaire,
TXN_001222,2024/02/15,MAG_011,393.82,Maison,CLIENT_0119
TXN_001223,2024/01/19,MAG_016,362.09,Beauté,CLIENT_0334
TXN_001224,17/04/2024,MAG_013,374.81,Électronique,CLIENT_0798
TXN_001225,29-01-2024,MAG_021,117.75,Textile,CLIENT_0891
TXN_001226,21/02/2024,MAG_025,446.23,aLiMEnTaiRe,CLIENT_0648
TXN_001227,2024-04-01,MAG_018,105.09,Textile,CLIENT_0709
TXN_001228,25-05-2024,MAG_004,143.9,Alimentaire,
TXN_001229,27/04/2024,MAG_027,89.74,Électronique,
TXN_001230,16/03/2024,MAG_039,82.61,Beauté,
TXN_001231,21-05-2024,MAG_015,47.8,Beauté,CLIENT_0883
TXN_001232,02/25/2024,MAG_038,239.38,Maison,
TXN_001233,04/19/2024,MAG_048,436.94,Textile,CLIENT_0445
TXN_001234,28/05/2024,MAG_015,446.45,Beauté,
TXN_001235,2024-05-26,MAG_001,211.8,Alimentaire,CLIENT_0482
TXN_001236,09-05-2024,MAG_003,215.72,Maison,CLIENT_0830
TXN_001237,2024-06-27,MAG_007,-228.96,Textile,CLIENT_0572
TXN_001238,04/01/2024,MAG_045,367.23,Textile,CLIENT_0368
TXN_001239,2024-03-16,MAG_016,325.58,Alimentaire,CLIENT_0492
TXN_001240,2024/06/20,MAG_020,85.09,Maison,CLIENT_0766
TXN_001241,29/05/2024,MAG_002,488.33,Maison,CLIENT_0896
TXN_001242,29-06-2024,MAG_026,96.55,Électronique,CLIENT_0721
TXN_001243,11-06-2024,MAG_001,430.89,Alimentaire,CLIENT_0915
TXN_001244,25-06-2024,MAG_022,267.81,Électronique,CLIENT_0771
TXN_001245,2024-03-10,MAG_045,473.32,Beautév,CLIENT_0636
TXN_001246,03/26/2024,MAG_048,466.46,Beauté,N/A
TXN_001247,2024/01/14,MAG_008,194.56,Maison,CLIENT_0042
TXN_001248,2024-04-03,MAG_024,91.76,Beauté,CLIENT_0575
TXN_001249,2024/02/22,MAG_INEXISTANT_003,490.72,Textile,N/A
TXN_001250,15/06/2024,MAG_031,370.0,Beauté,CLIENT_0772
TXN_001251,2024/02/27,MAG_021,179.59,Électronique,CLIENT_0697
TXN_001252,04/18/2024,MAG_018,31.96,Électronique,CLIENT_0464
TXN_001253,04-05-2024,MAG_033,265.71,Alimentaire,
TXN_001254,16-05-2024,MAG_044,413.56,Électronique,CLIENT_0636
TXN_001255,2024-04-04,MAG_044,472.96,Alimentcaire,CLIENT_0401
TXN_001256,2024-02-15,MAG_019,479.34,Alimentaire,
TXN_001257,12-02-2024,MAG_018,60.45,Textile,CLIENT_0155
TXN_001258,02/22/2024,MAG_034,476.29,N/A,CLIENT_0427
TXN_001259,06/23/2024,MAG_035,466.2,Maison,
TXN_001260,04/17/2024,MAG_029,370.17,Alimentaire,
TXN_001261,2024/02/18,MAG_005,15.91,Textile,
TXN_001262,06/14/2024,MAG_022,208.79,Électronique,
TXN_001263,2024/05/04,MAG_038,334.6,Beauté,CLIENT_0456
TXN_001264,27/04/2024,MAG_020,285.79,Électronique,CLIENT_0809
TXN_001265,2024-03-07,MAG_015,244.7,Électronique,CLIENT_0152
TXN_001266,2024/03/31,MAG_019,-230.68,Textile,n/a
TXN_001267,11/02/2024,MAG_046,269.98,Textile,CLIENT_0860
TXN_001268,26/06/2024,MAG_043,398.26,Textile,
TXN_001269,30/01/2024,MAG_003,496.92,Beauté,
TXN_001270,2024-03-07,MAG_024,96.33,Beauté,
TXN_001271,06/19/2024,MAG_021,489.12,Textile,CLIENT_0460
TXN_001272,2024-05-18,MAG_011,269.15,Alimentaire,CLIENT_0415
TXN_001273,05/07/2024,MAG_050,76.97,Maison,
TXN_001274,01/02/2024,MAG_048,275.34,Beauté,CLIENT_0663
TXN_001275,2024/06/29,MAG_INEXISTANT_005,239.59,Électronique,CLIENT_0683
TXN_001276,02/07/2024,MAG_INEXISTANT_010,365.63,Maison,
TXN_001277,25/06/2024,MAG_008,367.16,Alimentaire,CLIENT_0695
TXN_001278,2024/05/21,MAG_008,157.5,Maison,CLIENT_0862
TXN_001279,2024-02-26,MAG_029,181.91,Électronique,CLIENT_0623
TXN_001280,06/13/2024,MAG_013,293.8,Textile,CLIENT_0201
TXN_001281,2024-01-06,MAG_006,271.51,Maison,
TXN_001282,2024/05/11,MAG_026,101.25,Électronique,CLIENT_0620
TXN_001283,10-05-2024,MAG_004,454.68,Électronique,n/a
TXN_001284,04/19/2024,MAG_024,196.13,Alimentaire,CLIENT_0354
TXN_001285,2024-03-30,MAG_020,488.87,,NULL
TXN_001286,04/23/2024,MAG_048,496.34,Maison,
TXN_001287,2024/04/18,MAG_047,448.73,Textile,CLIENT_0613
TXN_001288,2024/01/23,MAG_010,107.85,Maison,
TXN_001289,2024-01-17,MAG_038,379.28,Alimentaire,CLIENT_0420
TXN_001290,12-06-2024,MAG_018,-210.18,Beauté,CLIENT_0728
TXN_001291,25/05/2024,MAG_049,457.86,Textile,CLIENT_0853
TXN_001292,04/07/2024,MAG_019,279.16,Alimentaire,CLIENT_0855
TXN_001293,29/05/2024,MAG_020,249.58,Maison,CLIENT_0028
TXN_001294,2024-01-01,MAG_010,135.03,Maison,CLIENT_0670
TXN_001295,19/06/2024,MAG_019,211.49,  ,
TXN_001296,2024-01-08,MAG_008,383.54,Maison,
TXN_001297,02-06-2024,MAG_INEXISTANT_006,292.63,Beauté,CLIENT_0890
TXN_001298,03/07/2024,MAG_041,344.53,Alimentaire,CLIENT_0525
TXN_001299,2024/05/27,MAG_002,423.41,Textile,CLIENT_0060
TXN_001300,02/07/2024,MAG_021,233.22,Textile,
TXN_001301,2024-01-14,MAG_INEXISTANT_005,183.78,Électronique,CLIENT_0297
TXN_001302,2024/03/15,MAG_034,321.28,Alimentaire,
TXN_001303,2024/02/19,MAG_050,315.87,Alimentaire,CLIENT_0771
TXN_001304,02/12/2024,MAG_035,164.69,Électronique,CLIENT_0278
TXN_001305,2024/06/24,MAG_045,345.73,Alimentaire,CLIENT_0594
TXN_001306,03/31/2024,MAG_010,11.38,Beauté,CLIENT_0382
TXN_001307,2024-05-04,MAG_027,173.45,Textile,NULL
TXN_001308,2024/02/09,MAG_033,114.45,Textile,
TXN_001309,2024/06/06,MAG_045,416.55,Beauté,CLIENT_0730
TXN_001310,21-05-2024,MAG_045,379.37,Alimentaire,
TXN_001311,20-01-2024,MAG_008,410.33,Alimentaire,CLIENT_0357
TXN_001312,2024/03/20,MAG_045,184.47,Maison,CLIENT_0536
TXN_001313,2024-03-28,MAG_012,356.4,Alimentaire,N/A
TXN_001314,02/02/2024,MAG_045,75.47,N/A,
TXN_001315,02-02-2024,MAG_014,69.46,Alimentaire,CLIENT_0708
TXN_001316,2024-01-29,MAG_005,14.31,MAISOn,CLIENT_0931
TXN_001317,2024-03-05,MAG_003,37.79,Alimentaire,
TXN_001318,01/02/2024,MAG_039,106.67,Textile,n/a
TXN_001319,2024/03/30,MAG_002,49.94,Électronique,
TXN_001320,2024/03/30,MAG_023,84.48,Beauté,CLIENT_0248
TXN_001321,2024-05-09,MAG_037,38.83,Beauté,CLIENT_0542
TXN_001322,25/02/2024,MAG_046,-99.82,Électronique,CLIENT_0924
TXN_001323,17/05/2024,MAG_INEXISTANT_001,486.92,Alimentaire,CLIENT_0943
TXN_001324,09/05/2024,MAG_046,239.98,Beauté,CLIENT_0451
TXN_001325,21-06-2024,MAG_INEXISTANT_002,94.52,Électronique,#N/A
TXN_001326,02/24/2024,MAG_033,117.64,Alimentaire,CLIENT_0127
TXN_001327,04/29/2024,MAG_008,-262.27,Maison,CLIENT_0722
TXN_001328,03/14/2024,MAG_036,362.46,Alimentaire,CLIENT_0506
TXN_001329,01/30/2024,MAG_025,145.39,Beauté,CLIENT_0704
TXN_001330,23-04-2024,MAG_015,279.19,Électronique,
TXN_001331,02/18/2024,MAG_005,447.9,Maison,CLIENT_0184
TXN_001332,04-01-2024,MAG_044,248.37,Alimentaire,CLIENT_0449
TXN_001333,13/05/2024,MAG_043,339.88,Alimentaire,CLIENT_0405
TXN_001334,12/04/2024,MAG_045,297.33,Allimentaire,CLIENT_0347
TXN_001335,2024-02-21,MAG_039,422.79,Maison,CLIENT_0239
TXN_001336,2024/04/18,MAG_047,252.06,Beauté,
TXN_001337,13-06-2024,MAG_026,181.27,Beauté,CLIENT_0497
TXN_001338,2024-05-10,MAG_018,77.95,Maison,CLIENT_0126
TXN_001339,2024-03-05,MAG_032,-251.15,Textile,CLIENT_0102
TXN_001340,14/01/2024,MAG_005,251.58,Alimentaire,
TXN_001341,04/07/2024,MAG_039,341.21,Textile,CLIENT_0637
TXN_001342,08-06-2024,MAG_007,381.28,Beauté,CLIENT_0812
TXN_001343,29-04-2024,MAG_013,150.31,Maison,CLIENT_0517
TXN_001344,2024/03/07,MAG_035,175.09,Beauté,
TXN_001345,2024-01-05,MAG_049,20.64,Maison,
TXN_001346,08-04-2024,MAG_029,160.71,Maison,CLIENT_0471
TXN_001347,10/01/2024,MAG_003,92.55,Électronique,null
TXN_001348,20-04-2024,MAG_009,159.67,Maison,
TXN_001349,2024/01/29,MAG_037,339.14,Beauté,  
TXN_001350,2024/04/30,MAG_031,283.32,Textile,CLIENT_0058
TXN_001351,2024/04/10,MAG_017,249.87,Maison,CLIENT_0693
TXN_001352,2024-03-31,MAG_050,489.0,Électronique,CLIENT_0029
TXN_001353,05/31/2024,MAG_003,68.46,Électronique,CLIENT_0829
TXN_001354,29-05-2024,MAG_002,383.77,Électronique,CLIENT_0100
TXN_001355,04/19/2024,MAG_023,496.01,Maison,CLIENT_0058
TXN_001356,2024/06/18,MAG_016,127.57,Électronique,CLIENT_0087
TXN_001357,06/25/2024,MAG_005,435.13,Alimentaire,CLIENT_0174
TXN_001358,06-01-2024,MAG_035,166.43,Maison,
TXN_001359,2024/05/11,MAG_027,136.98,Maison,CLIENT_0023
TXN_001360,2024/03/22,MAG_025,287.33,Électronique,CLIENT_0101
TXN_001361,05/05/2024,MAG_007,346.98,Textile,CLIENT_0509
TXN_001362,2024/05/08,MAG_049,335.36,Textile,
TXN_001363,17-03-2024,MAG_024,484.87,Textile,CLIENT_0651
TXN_001364,2024-01-20,MAG_035,110.97,Électronique,CLIENT_0305
TXN_001365,2024-05-26,MAG_026,403.28,Beauté,CLIENT_0735
TXN_001366,2024-05-28,MAG_007,297.97,Électronique,CLIENT_0581
TXN_001367,2024-05-15,MAG_031,216.42,Électronique,CLIENT_0668
TXN_001368,2024/03/18,MAG_033,403.04,Maison,CLIENT_0321
TXN_001369,2024/02/21,MAG_027,204.14,Beauté,CLIENT_0465
TXN_001370,2024/06/20,MAG_049,276.04,Alimentaire,CLIENT_0884
TXN_001371,02/17/2024,MAG_037,252.11,Maison,N/A
TXN_001372,2024/06/12,MAG_035,405.42,Maison,CLIENT_0745
TXN_001373,09-06-2024,MAG_004,263.52,Électronique,
TXN_001374,07-02-2024,MAG_016,79.48,Électronique,CLIENT_0421
TXN_001375,03/22/2024,MAG_005,318.79,Maison,N/A
TXN_001376,14/03/2024,MAG_042,84.49,Beauté,
TXN_001377,2024-04-13,MAG_016,61.21,Textile,
TXN_001378,03-03-2024,MAG_020,234.76,Beauté,
TXN_001379,2024-04-18,MAG_042,453.3,Texteile,CLIENT_0265
TXN_001380,12-03-2024,MAG_043,277.6,Alimentaire,  
TXN_001381,01/06/2024,MAG_004,430.49,Alimentaire,CLIENT_0617
TXN_001382,03/17/2024,MAG_INEXISTANT_002,450.78,Maison,CLIENT_0688
TXN_001383,17/06/2024,MAG_006,201.46,Textile,CLIENT_0115
TXN_001384,2024/05/26,MAG_048,-252.62,Alimentaire,
TXN_001385,06/19/2024,MAG_038,475.09,Beauté,n/a
TXN_001386,05/07/2024,MAG_006,122.85,Alimentaire,CLIENT_0338
TXN_001387,29-05-2024,MAG_INEXISTANT_007,403.89,Textile,
TXN_001388,02/06/2024,MAG_007,91.7,élEctRoniQuE,
TXN_001389,2024-05-01,MAG_046,187.03,Électronique,CLIENT_0661
TXN_001390,04/06/2024,MAG_003,421.53,Alimentaire,CLIENT_0260
TXN_001391,2024-05-21,MAG_025,158.09,Électronique,
TXN_001392,2024-05-16,MAG_016,429.54,Maison,CLIENT_0932
TXN_001393,04/10/2024,MAG_017,153.94,N/A,CLIENT_0216
TXN_001394,2024-02-11,MAG_029,317.52,Masion,CLIENT_0843
TXN_001395,05-05-2024,MAG_031,369.79,Électronique,
TXN_001396,2024-01-26,MAG_011,350.75,Beauté,CLIENT_0361
TXN_001397,04/17/2024,MAG_039,365.97,Beauté,CLIENT_0465
TXN_001398,26-06-2024,MAG_002,382.18,,CLIENT_0811
TXN_001399,2024/06/13,MAG_009,6.52,Tetile,CLIENT_0085
TXN_001400,2024/01/29,MAG_011,128.55,Textile,CLIENT_0703
TXN_001401,04/15/2024,MAG_021,228.49,Textile,CLIENT_0178
TXN_001402,24/06/2024,MAG_038,-414.25,Électronique,CLIENT_0087
TXN_001403,2024/04/16,MAG_024,95.04,Maison,
TXN_001404,2024/02/27,MAG_002,474.31,Beauté,
